City,Price,Room Type,Person Capacity,Multiple Rooms,Business,Bedrooms,City Center (km)
Amsterdam,178.0985634944813,Private room,2.0,0,0,1,8.894206248511344
Amsterdam,661.308087080824,Private room,4.0,0,1,2,0.2974726347767152
Amsterdam,1572.8915239144192,Private room,4.0,0,1,4,0.1673131477644722
Amsterdam,329.4823424647904,Private room,2.0,0,1,1,0.3700082752668438
Amsterdam,436.10714034635487,Entire home/apt,2.0,1,0,0,3.3864906698808577
Amsterdam,722.2365430131465,Entire home/apt,4.0,0,0,1,2.056143962063712
Amsterdam,399.5500667869613,Entire home/apt,4.0,0,0,2,1.9873365148655668
Amsterdam,602.0200126543716,Entire home/apt,2.0,0,0,1,2.583144908068959
Amsterdam,319.40571321444475,Private room,4.0,0,0,2,7.401774924959425
Amsterdam,817.1443301384951,Entire home/apt,4.0,0,0,2,2.2026551610414105
Amsterdam,439.8565837883439,Entire home/apt,4.0,0,0,3,4.745291339574047
Amsterdam,546.7157218850327,Entire home/apt,3.0,0,0,2,2.48625608495136
Amsterdam,1161.1557659409932,Entire home/apt,6.0,1,0,4,1.143335256300487
Amsterdam,393.4572211937291,Private room,2.0,0,0,1,1.661022025321989
Amsterdam,386.19267452487526,Private room,2.0,1,0,1,0.3428061638767657
Amsterdam,540.6228762918005,Entire home/apt,2.0,0,0,1,0.8993193377447499
Amsterdam,614.4400440559605,Entire home/apt,4.0,1,0,2,1.4690753644746604
Amsterdam,196.6114404893024,Private room,2.0,1,0,1,4.45291253977435
Amsterdam,784.1023598059663,Entire home/apt,5.0,1,0,2,1.3407265036144973
Amsterdam,675.6028402034074,Private room,4.0,0,0,1,1.2216762047028968
Amsterdam,259.4146181426195,Private room,3.0,1,0,1,2.678607793001168
Amsterdam,467.0400487427648,Private room,2.0,0,0,1,1.6450857112662365
Amsterdam,442.66866636983576,Private room,2.0,0,0,1,0.2895266515672745
Amsterdam,436.10714034635487,Private room,2.0,0,0,1,0.2726701727182661
Amsterdam,473.132894335997,Private room,2.0,0,0,1,0.922796231237302
Amsterdam,371.1949007569189,Entire home/apt,2.0,1,0,1,1.3403735525137348
Amsterdam,298.78377428350484,Entire home/apt,2.0,1,0,1,1.2980229450859604
Amsterdam,143.65055187120663,Private room,2.0,0,0,1,6.502260068918842
Amsterdam,917.9106226419516,Entire home/apt,4.0,0,0,2,3.6138475671793455
Amsterdam,165.67853209289248,Private room,2.0,0,0,1,8.78717569020699
Amsterdam,968.29376889368,Entire home/apt,6.0,0,1,3,2.5809634907719534
Amsterdam,548.1217631757786,Entire home/apt,3.0,0,0,2,3.046515129832056
Amsterdam,636.7023644927707,Entire home/apt,2.0,0,0,1,1.0877057867638138
Amsterdam,642.5608698708786,Entire home/apt,4.0,0,0,2,1.7850137283759848
Amsterdam,344.2457760176224,Private room,2.0,0,0,1,0.2804455866459713
Amsterdam,373.7726431232864,Private room,2.0,1,0,1,0.902817036775705
Amsterdam,737.2343167811028,Entire home/apt,2.0,0,0,1,1.5409509359930025
Amsterdam,194.03369812293488,Private room,2.0,0,0,1,11.038044988580411
Amsterdam,2061.959552878869,Entire home/apt,4.0,0,0,4,1.337129427158154
Amsterdam,282.8486396550512,Private room,2.0,1,0,1,2.7712160729049127
Amsterdam,1130.691537974832,Entire home/apt,4.0,0,0,3,2.228795196244665
Amsterdam,669.7443348252995,Entire home/apt,2.0,0,0,1,3.1085899421577183
Amsterdam,233.63719447894456,Private room,2.0,0,0,1,4.0910736894608
Amsterdam,636.7023644927707,Entire home/apt,2.0,0,0,1,2.6441496003211595
Amsterdam,552.808567478265,Entire home/apt,4.0,0,0,2,9.186679711215287
Amsterdam,368.8514986056758,Private room,2.0,0,0,1,0.749909127940408
Amsterdam,855.3417852037588,Entire home/apt,6.0,0,1,1,2.5809800774886003
Amsterdam,675.8371804185317,Entire home/apt,4.0,0,1,1,2.5809768821939887
Amsterdam,243.2451432990416,Private room,2.0,1,0,1,7.256823710579931
Amsterdam,391.8168396878589,Private room,2.0,0,1,0,0.9357224284744096
Amsterdam,491.64577133081815,Entire home/apt,2.0,1,0,2,0.7420383543710357
Amsterdam,549.5278044665246,Private room,3.0,0,1,0,0.971569080547961
Amsterdam,422.7497480842688,Private room,4.0,0,0,1,0.2754348902526141
Amsterdam,438.9192229278467,Private room,2.0,1,0,1,1.2092938883854898
Amsterdam,368.8514986056758,Entire home/apt,2.0,0,0,1,2.121118972301494
Amsterdam,602.0200126543716,Entire home/apt,4.0,0,0,2,3.563816361456737
Amsterdam,280.03655707355944,Private room,2.0,0,0,1,4.593248430863174
Amsterdam,447.5898108874465,Private room,2.0,0,1,0,2.116070967254967
Amsterdam,362.5243127973192,Private room,4.0,0,0,1,4.5939311522871895
Amsterdam,191.6902959716917,Private room,2.0,1,0,1,6.648888306593069
Amsterdam,626.625735242425,Private room,2.0,1,0,1,0.5337976180149427
Amsterdam,409.39235582218265,Private room,2.0,1,0,1,1.472049269004995
Amsterdam,271.600309329084,Private room,2.0,0,0,1,3.397864470100404
Amsterdam,345.417477093244,Private room,2.0,0,0,1,2.716817308289298
Amsterdam,387.1300353853725,Entire home/apt,2.0,0,0,0,1.8791674519616897
Amsterdam,737.2343167811028,Private room,4.0,1,0,2,2.153009991498413
Amsterdam,765.5894828111453,Entire home/apt,4.0,0,0,3,3.2965734069277315
Amsterdam,307.22002202798024,Private room,2.0,0,0,1,3.488159987939203
Amsterdam,1179.6686429358142,Entire home/apt,4.0,1,0,2,0.6662369998526062
Amsterdam,657.3243034237106,Private room,4.0,0,1,2,3.0841225527215075
Amsterdam,620.7672298643171,Private room,4.0,0,1,2,3.1641595963446867
Amsterdam,618.1894874979496,Private room,4.0,0,1,2,3.1502542206829074
Amsterdam,409.39235582218265,Entire home/apt,2.0,0,0,2,2.9429788856346506
Amsterdam,507.5809059592717,Private room,3.0,1,0,2,2.757608074338754
Amsterdam,392.0511799029832,Entire home/apt,2.0,0,0,1,2.709045091252892
Amsterdam,737.2343167811028,Entire home/apt,4.0,0,0,1,0.5049749473094602
Amsterdam,501.2537201509151,Private room,2.0,1,0,0,0.3379457651761013
Amsterdam,700.442903006585,Entire home/apt,4.0,1,0,2,2.793038724881065
Amsterdam,399.5500667869613,Private room,2.0,0,0,0,0.4062584290776245
Amsterdam,300.8928362196237,Private room,2.0,1,0,1,2.811828644796849
Amsterdam,722.7052234433952,Entire home/apt,4.0,1,0,3,2.955913597127819
Amsterdam,306.04832095235867,Private room,2.0,1,0,1,2.8993484756765104
Amsterdam,678.4149227848992,Entire home/apt,4.0,0,0,2,10.729829705225098
Amsterdam,418.0629437817825,Entire home/apt,2.0,1,0,0,1.077961503252688
Amsterdam,482.9751833712184,Entire home/apt,2.0,0,0,1,0.3362210405432312
Amsterdam,1542.4272959482578,Entire home/apt,4.0,0,0,2,1.995211956436393
Amsterdam,968.29376889368,Entire home/apt,6.0,0,1,2,2.5810130243666207
Amsterdam,767.9328849623885,Entire home/apt,4.0,1,0,1,2.123157088876007
Amsterdam,272.53767018958126,Private room,2.0,0,0,1,1.821746995584432
Amsterdam,624.2823330911818,Entire home/apt,4.0,1,0,2,3.575143509989056
Amsterdam,1179.6686429358142,Entire home/apt,4.0,0,0,3,1.406046877004593
Amsterdam,602.254352869496,Entire home/apt,3.0,1,0,2,3.5439609687505778
Amsterdam,358.7748693553301,Private room,2.0,0,0,1,2.758944308279711
Amsterdam,943.6880463056266,Entire home/apt,4.0,0,0,1,2.49564889900842
Amsterdam,313.3128676212125,Private room,4.0,0,0,1,0.743948359039764
Amsterdam,452.2766151899328,Private room,2.0,1,0,1,1.3351060020588563
Amsterdam,241.1360813629227,Private room,2.0,0,0,0,8.232046569750697
Amsterdam,393.4572211937291,Private room,2.0,1,0,1,7.325870535810913
Amsterdam,526.0937829540928,Entire home/apt,3.0,0,0,3,2.0966638442762786
Amsterdam,704.1923464485741,Entire home/apt,4.0,0,0,3,3.7049954688395865
Amsterdam,712.6285941930495,Entire home/apt,4.0,0,0,2,3.434194241351072
Amsterdam,553.0429076933893,Private room,4.0,1,0,2,3.850381411625262
Amsterdam,497.7386169240504,Private room,3.0,0,0,0,0.8045956315218976
Amsterdam,356.4314672040869,Entire home/apt,2.0,1,0,0,0.099653501265351
Amsterdam,1167.2486115342256,Entire home/apt,4.0,0,0,2,1.976076094847115
Amsterdam,860.2629297213696,Entire home/apt,4.0,0,0,2,1.0923607673057556
Amsterdam,276.52145384669467,Private room,2.0,0,0,1,3.011492717605268
Amsterdam,1450.331591404401,Entire home/apt,5.0,1,0,2,0.5271932106561056
Amsterdam,436.10714034635487,Private room,2.0,0,0,1,1.4781001972750474
Amsterdam,362.5243127973192,Private room,2.0,1,0,1,1.3437307396437903
Amsterdam,1804.1853162421205,Entire home/apt,6.0,1,0,3,0.4331093948195396
Amsterdam,423.9214491598904,Private room,2.0,0,1,0,0.8976368472520828
Amsterdam,521.1726384364821,Private room,3.0,0,1,0,0.8214128172087305
Amsterdam,491.64577133081815,Entire home/apt,3.0,0,0,2,11.03773603590017
Amsterdam,374.944344198908,Private room,2.0,0,1,0,0.948788096520026
Amsterdam,718.9557800014061,Entire home/apt,2.0,1,0,1,3.910851974538859
Amsterdam,301.127176434748,Private room,2.0,1,0,1,1.6265889740902009
Amsterdam,277.69315492231624,Private room,2.0,0,0,1,1.3605492938037025
Amsterdam,331.8257446160336,Private room,2.0,1,0,1,1.0935841673244506
Amsterdam,228.71604996133388,Private room,2.0,1,0,1,6.003937195420157
Amsterdam,798.6314531436741,Entire home/apt,4.0,1,0,3,1.47417472781914
Amsterdam,228.71604996133388,Private room,2.0,1,0,1,6.003951952173575
Amsterdam,239.4956998570525,Private room,2.0,1,0,1,9.348029945732897
Amsterdam,301.127176434748,Private room,2.0,1,0,1,5.4162755237285065
Amsterdam,577.4142900663184,Private room,3.0,1,0,2,2.410867957674224
Amsterdam,368.8514986056758,Entire home/apt,2.0,0,0,1,3.608388448018828
Amsterdam,363.4616736578165,Private room,2.0,1,0,1,1.4922559400801028
Amsterdam,387.1300353853725,Private room,2.0,1,0,1,1.3951070045336125
Amsterdam,331.8257446160336,Private room,2.0,1,0,1,1.2006366562787605
Amsterdam,774.2600707707451,Entire home/apt,4.0,0,0,3,3.242923417708941
Amsterdam,337.91859020926586,Private room,2.0,1,0,1,1.3612904337231495
Amsterdam,270.4286082534624,Private room,2.0,1,0,1,5.303744894605014
Amsterdam,280.03655707355944,Private room,2.0,1,0,1,2.477384541826873
Amsterdam,798.6314531436741,Entire home/apt,4.0,0,0,4,3.644934918270801
Amsterdam,743.5615025894595,Entire home/apt,2.0,0,0,1,1.5777312456317156
Amsterdam,288.7071450331592,Private room,2.0,1,0,1,0.6803930072622437
Amsterdam,384.7866332341293,Entire home/apt,2.0,0,0,1,1.444189241127498
Amsterdam,878.7758067161907,Private room,4.0,0,0,1,0.1885288278893922
Amsterdam,1567.0330185363111,Entire home/apt,3.0,0,0,0,0.1386645584328363
Amsterdam,614.4400440559605,Private room,2.0,0,0,1,3.8377111455988544
Amsterdam,337.6842499941415,Entire home/apt,2.0,0,0,1,2.622877256729827
Amsterdam,489.30236917957495,Entire home/apt,2.0,0,0,1,1.0632696220786984
Amsterdam,764.4177817355237,Private room,4.0,0,0,2,1.2367465025820918
Amsterdam,196.6114404893024,Private room,2.0,0,0,1,7.083711327609709
Amsterdam,1044.6886790242074,Entire home/apt,4.0,0,0,2,0.2877071439287178
Amsterdam,394.3945820542264,Entire home/apt,2.0,0,0,1,5.145610907606987
Amsterdam,721.5335223677736,Entire home/apt,4.0,0,0,2,3.994828511071973
Amsterdam,556.5580109202541,Private room,4.0,0,0,1,0.5999995685426281
Amsterdam,762.0743795842806,Private room,2.0,0,0,1,0.756970102359457
Amsterdam,337.91859020926586,Private room,2.0,1,0,1,1.231425680175296
Amsterdam,890.9614979026552,Entire home/apt,4.0,0,0,2,3.963243943737326
Amsterdam,410.5640568978043,Private room,4.0,0,1,1,4.69702236945333
Amsterdam,1429.2409720432124,Entire home/apt,3.0,0,0,2,0.691933325614957
Amsterdam,175.75516134323811,Private room,2.0,1,0,1,8.377399284977615
Amsterdam,280.03655707355944,Private room,2.0,1,0,1,1.9072743504697696
Amsterdam,386.8956951702482,Entire home/apt,2.0,0,0,0,2.978906253871682
Amsterdam,522.3443395121037,Entire home/apt,4.0,0,0,1,2.905404786250416
Amsterdam,196.6114404893024,Private room,2.0,0,0,1,4.288270007423799
Amsterdam,288.7071450331592,Private room,2.0,1,0,1,1.8418085686184145
Amsterdam,921.6600660839408,Entire home/apt,4.0,0,0,2,1.6015873642380736
Amsterdam,362.5243127973192,Entire home/apt,4.0,0,1,2,7.6932272926316285
Amsterdam,734.8909146298597,Entire home/apt,2.0,0,0,1,0.5545413209293035
Amsterdam,393.4572211937291,Entire home/apt,2.0,0,0,1,0.8294274663677281
Amsterdam,531.9522883322007,Entire home/apt,4.0,0,0,3,2.5254227602653385
Amsterdam,295.2686710566401,Private room,2.0,0,0,1,6.479034106524619
Amsterdam,368.8514986056758,Private room,2.0,0,0,0,0.4995517654354977
Amsterdam,196.6114404893024,Private room,2.0,0,0,1,7.972738293051172
Amsterdam,276.2871136315703,Private room,2.0,1,0,1,1.1803151435424777
Amsterdam,378.6937876408971,Entire home/apt,2.0,0,0,1,3.698008283526384
Amsterdam,510.1586483256392,Private room,2.0,1,0,1,7.897124607130071
Amsterdam,700.442903006585,Entire home/apt,4.0,0,0,2,1.9940523834752912
Amsterdam,381.0371897921403,Private room,2.0,0,0,1,1.154034697516804
Amsterdam,209.03147189089125,Private room,2.0,1,0,1,6.405929876874316
Amsterdam,1032.502987837743,Entire home/apt,2.0,0,0,1,1.1617217829190112
Amsterdam,491.64577133081815,Private room,4.0,0,1,1,0.6074574904854887
Amsterdam,284.95770159117006,Private room,2.0,0,0,1,3.646617307681841
Amsterdam,325.498558807677,Private room,2.0,1,0,1,0.2988822359077754
Amsterdam,337.91859020926586,Private room,2.0,1,0,1,0.2645439121022677
Amsterdam,1002.9761207320788,Entire home/apt,5.0,0,0,1,1.5112863647308643
Amsterdam,571.3214444730861,Entire home/apt,2.0,1,0,1,1.8979244283569967
Amsterdam,215.12431748412348,Private room,2.0,1,0,1,4.573755646739478
Amsterdam,970.8715112600474,Entire home/apt,2.0,0,0,1,0.7816646297545559
Amsterdam,405.4085721650693,Private room,2.0,0,0,1,2.1576837719183564
Amsterdam,393.4572211937291,Entire home/apt,2.0,0,0,1,1.871115677546975
Amsterdam,909.4743748974762,Entire home/apt,4.0,0,0,2,3.12479210393515
Amsterdam,657.3243034237106,Entire home/apt,4.0,0,0,2,3.5692106976545204
Amsterdam,288.7071450331592,Shared room,3.0,1,0,1,3.607836531849917
Amsterdam,393.4572211937291,Entire home/apt,2.0,0,0,1,3.1346149544386988
Amsterdam,1892.531577343988,Entire home/apt,6.0,0,0,3,2.0382608219750145
Amsterdam,372.3666018325405,Private room,2.0,0,0,1,3.023485756770368
Amsterdam,583.9758160897992,Private room,2.0,0,0,1,2.1519227347287444
Amsterdam,613.0340027652146,Entire home/apt,4.0,0,1,3,3.38818760577173
Amsterdam,348.93258032010874,Private room,2.0,0,0,1,3.064782626540737
Amsterdam,306.04832095235867,Private room,3.0,0,0,1,1.839897858327952
Amsterdam,276.2871136315703,Private room,2.0,0,0,1,2.432694452645903
Amsterdam,774.7287512009937,Entire home/apt,4.0,0,0,2,0.6188752838771392
Amsterdam,568.9780423218428,Entire home/apt,4.0,0,1,3,2.986559534823481
Amsterdam,489.30236917957495,Entire home/apt,2.0,0,0,1,0.5389110321049098
Amsterdam,1259.578656293207,Entire home/apt,2.0,0,0,1,1.8439233325897628
Amsterdam,497.50427670892606,Entire home/apt,2.0,0,0,1,1.888064753502736
Amsterdam,1166.3112506737282,Entire home/apt,4.0,0,0,2,2.6026624232858904
Amsterdam,632.9529210507816,Private room,4.0,0,0,2,0.44043270378182
Amsterdam,1072.8095048391256,Private room,4.0,0,1,2,1.927053639386917
Amsterdam,255.43083448550607,Private room,2.0,0,0,1,2.443634646064763
Amsterdam,337.91859020926586,Private room,2.0,1,0,1,6.64146886597979
Amsterdam,221.45150329248003,Private room,2.0,0,1,1,10.14956306452238
Amsterdam,253.3217725493872,Private room,2.0,0,1,1,10.128259537926995
Amsterdam,253.3217725493872,Private room,2.0,0,1,1,10.073490090961544
Amsterdam,253.3217725493872,Private room,2.0,0,1,1,9.96621180978298
Amsterdam,393.4572211937291,Private room,2.0,0,1,0,1.2177899313284035
Amsterdam,504.06580273240695,Entire home/apt,2.0,1,0,1,1.170821138050782
Amsterdam,399.5500667869613,Private room,2.0,0,1,0,1.1301492900586705
Amsterdam,1296.604410282849,Entire home/apt,4.0,0,0,3,2.181736190332088
Amsterdam,907.130972746233,Entire home/apt,4.0,0,0,2,2.3361408437968723
Amsterdam,344.2457760176224,Private room,2.0,0,0,1,1.862884971413064
Amsterdam,539.2168350010546,Private room,4.0,0,1,1,0.9721050325800308
Amsterdam,814.800927987252,Entire home/apt,2.0,0,0,1,0.992702453740026
Amsterdam,614.4400440559605,Entire home/apt,5.0,0,0,3,2.928281339168406
Amsterdam,1413.3058374147588,Entire home/apt,4.0,0,0,3,2.327682714835818
Amsterdam,796.2880509924308,Entire home/apt,4.0,0,0,2,3.602701442903627
Amsterdam,467.0400487427648,Private room,4.0,0,0,2,2.8778553173215284
Amsterdam,346.5891781688656,Entire home/apt,2.0,0,0,1,1.7651125849760003
Amsterdam,344.2457760176224,Private room,2.0,1,0,1,1.264715166206373
Amsterdam,438.9192229278467,Entire home/apt,2.0,0,0,1,4.296259327816605
Amsterdam,2058.2101094368804,Entire home/apt,4.0,0,0,2,2.975607201563641
Amsterdam,276.2871136315703,Private room,2.0,0,0,1,7.594588097597925
Amsterdam,602.0200126543716,Entire home/apt,4.0,0,0,0,1.5170885254790842
Amsterdam,337.91859020926586,Private room,3.0,1,0,1,6.525145643031819
Amsterdam,589.8343214679071,Entire home/apt,3.0,0,0,0,2.8347780882133384
Amsterdam,424.1557893750147,Entire home/apt,3.0,0,0,1,3.627089026715249
Amsterdam,430.24863496824696,Private room,2.0,0,1,1,1.2773008303798905
Amsterdam,410.5640568978043,Private room,2.0,0,0,0,1.1397055853048172
Amsterdam,546.7157218850327,Entire home/apt,2.0,0,0,1,1.412392533345688
Amsterdam,430.24863496824696,Private room,2.0,0,1,1,1.2393663643866293
Amsterdam,774.2600707707451,Entire home/apt,4.0,0,0,1,1.4323810575774172
Amsterdam,577.4142900663184,Entire home/apt,4.0,0,0,2,2.863347344159845
Amsterdam,792.7729477655661,Private room,3.0,0,0,1,1.478541063093686
Amsterdam,454.8543575563003,Private room,4.0,0,0,2,1.3008801280607143
Amsterdam,228.71604996133388,Private room,2.0,1,0,1,3.0382605954299087
Amsterdam,221.2171630773557,Private room,2.0,0,0,1,5.598412744386663
Amsterdam,405.4085721650693,Private room,2.0,0,1,0,2.0919879287307603
Amsterdam,405.4085721650693,Private room,2.0,0,1,0,2.238971850341774
Amsterdam,642.5608698708786,Entire home/apt,4.0,0,1,3,3.819808218651902
Amsterdam,618.1894874979496,Entire home/apt,4.0,0,0,2,2.1442717752745533
Amsterdam,268.0852061022192,Private room,2.0,1,0,1,3.5060140733365786
Amsterdam,299.72113514400206,Entire home/apt,2.0,0,1,1,3.4386970579425946
Amsterdam,470.7894921847538,Entire home/apt,2.0,0,1,1,1.2707944936456663
Amsterdam,385.4896538795023,Entire home/apt,2.0,0,1,1,2.081457384390995
Amsterdam,428.13957303212806,Entire home/apt,2.0,0,1,1,1.086623021139889
Amsterdam,342.6053945117522,Entire home/apt,2.0,0,1,1,1.5852074297594774
Amsterdam,342.6053945117522,Entire home/apt,2.0,0,1,1,1.9470405396940744
Amsterdam,393.4572211937291,Private room,2.0,0,0,1,0.1847578358707701
Amsterdam,467.0400487427648,Entire home/apt,4.0,0,0,1,2.37860246416926
Amsterdam,417.8286035666581,Entire home/apt,2.0,0,0,1,4.084006228701259
Amsterdam,688.0228716049962,Entire home/apt,2.0,1,0,1,0.7263702059219925
Amsterdam,417.8286035666581,Private room,4.0,0,0,1,4.827759585020316
Amsterdam,786.4457619572096,Private room,4.0,1,0,1,0.955192831876313
Amsterdam,1007.6629250345652,Private room,2.0,1,0,1,1.016519295733865
Amsterdam,264.33576266023016,Private room,2.0,1,0,1,2.998842507686355
Amsterdam,551.6368664026434,Private room,4.0,0,1,1,1.1337573993837788
Amsterdam,442.66866636983576,Entire home/apt,3.0,0,0,3,3.732498865988086
Amsterdam,390.8794788273616,Private room,2.0,1,0,1,1.3557902069923584
Amsterdam,1075.387247205493,Entire home/apt,4.0,1,0,2,1.9425336211431696
Amsterdam,307.22002202798024,Entire home/apt,2.0,0,0,1,6.705039562493822
Amsterdam,651.2314578304783,Entire home/apt,4.0,0,0,2,4.152665401766405
Amsterdam,546.7157218850327,Entire home/apt,2.0,0,0,2,3.753116771036313
Amsterdam,675.6028402034074,Entire home/apt,4.0,0,0,2,4.755320247436294
Amsterdam,321.74911536568794,Private room,2.0,1,0,1,0.4804104126544418
Amsterdam,921.6600660839408,Entire home/apt,3.0,0,0,1,2.283412617816736
Amsterdam,209.03147189089125,Private room,2.0,1,0,1,4.892633334993277
Amsterdam,388.3017364609941,Private room,2.0,0,0,0,0.922344123377798
Amsterdam,725.0486255946383,Private room,4.0,1,0,2,3.694524878999427
Amsterdam,255.6651747006304,Private room,2.0,0,0,1,2.221383073882809
Amsterdam,245.82288566540907,Private room,2.0,0,0,1,2.577067709714697
Amsterdam,797.6940922831768,Entire home/apt,4.0,1,0,2,1.2727769466762298
Amsterdam,299.72113514400206,Entire home/apt,2.0,0,1,1,2.0905516880789765
Amsterdam,651.2314578304783,Entire home/apt,4.0,1,0,2,1.7688966597852032
Amsterdam,528.437185105336,Private room,2.0,0,0,1,3.809662558015444
Amsterdam,254.4934736250088,Private room,2.0,0,0,1,3.0240480789132493
Amsterdam,177.16120263398403,Private room,3.0,0,1,1,7.154973232517014
Amsterdam,576.2425889906967,Entire home/apt,4.0,0,1,1,0.9084055459944198
Amsterdam,1290.2772244744922,Entire home/apt,4.0,0,0,2,1.6040226674417173
Amsterdam,144.82225294682823,Private room,2.0,0,1,1,7.548067600582284
Amsterdam,501.48806036603946,Entire home/apt,2.0,0,0,1,1.3061860455675305
Amsterdam,468.4460900335107,Entire home/apt,2.0,0,0,1,1.0564431368612504
Amsterdam,459.77550207391096,Private room,2.0,1,0,1,0.3396755797229193
Amsterdam,405.6429123801936,Entire home/apt,2.0,1,0,1,3.624836691859599
Amsterdam,624.2823330911818,Entire home/apt,2.0,1,0,1,1.5525786171941904
Amsterdam,504.06580273240695,Entire home/apt,3.0,0,0,3,4.075584157136301
Amsterdam,768.1672251775128,Entire home/apt,4.0,0,0,2,2.954354853364539
Amsterdam,306.04832095235867,Private room,2.0,1,0,1,3.536508811837636
Amsterdam,497.7386169240504,Entire home/apt,2.0,0,0,0,1.701844248467862
Amsterdam,325.498558807677,Private room,4.0,0,1,1,1.2050898381220732
Amsterdam,737.2343167811028,Entire home/apt,4.0,0,0,2,2.3719504943430523
Amsterdam,287.7697841726619,Private room,2.0,1,0,1,2.282736413272373
Amsterdam,952.5929744803508,Entire home/apt,3.0,0,1,3,3.0789846654690423
Amsterdam,254.2591334098845,Private room,2.0,0,0,1,7.721628335347926
Amsterdam,250.5096899678954,Private room,2.0,0,0,1,2.746605194530164
Amsterdam,378.6937876408971,Entire home/apt,2.0,0,0,1,3.610179407822753
Amsterdam,205.2820284489021,Private room,3.0,1,0,1,5.179175368871698
Amsterdam,1259.578656293207,Entire home/apt,4.0,0,0,2,0.5628455510908131
Amsterdam,258.0085768518736,Private room,2.0,0,0,1,2.4568833811097384
Amsterdam,288.7071450331592,Entire home/apt,2.0,0,0,0,6.960874174837313
Amsterdam,375.8817050594053,Entire home/apt,2.0,0,0,1,1.7630432551974866
Amsterdam,371.1949007569189,Private room,2.0,0,1,0,0.8551208090245814
Amsterdam,958.4514798584586,Entire home/apt,6.0,0,1,3,7.150916887381289
Amsterdam,196.6114404893024,Entire home/apt,2.0,0,0,1,5.731539817453588
Amsterdam,370.0231996812973,Private room,2.0,0,0,1,1.9754972005465623
Amsterdam,280.03655707355944,Private room,2.0,0,0,1,2.4209685722717382
Amsterdam,814.5665877721276,Private room,4.0,0,0,1,2.298423367351816
Amsterdam,786.4457619572096,Entire home/apt,4.0,0,0,2,2.5290259737197656
Amsterdam,313.3128676212125,Private room,2.0,0,0,1,3.615052541237581
Amsterdam,789.9608651840744,Entire home/apt,5.0,0,1,2,1.349250904525461
Amsterdam,356.4314672040869,Entire home/apt,2.0,0,0,0,3.510244485600586
Amsterdam,276.2871136315703,Private room,2.0,0,0,1,2.643254433919689
Amsterdam,144.82225294682823,Private room,4.0,0,1,1,7.611343402946717
Amsterdam,995.4772338481008,Entire home/apt,4.0,0,0,2,0.0150587980705548
Amsterdam,1019.8486162210298,Entire home/apt,4.0,1,0,2,1.0887276389173115
Amsterdam,363.6960138729408,Private room,2.0,1,0,0,0.708642130731959
Amsterdam,295.2686710566401,Private room,4.0,0,0,1,10.488524566478
Amsterdam,639.0457666440138,Entire home/apt,4.0,0,0,2,2.308738725001808
Amsterdam,367.44545731492985,Private room,2.0,1,0,1,3.798167233928072
Amsterdam,362.5243127973192,Private room,2.0,1,0,1,3.754954598705956
Amsterdam,504.06580273240695,Entire home/apt,2.0,0,0,0,1.7241527707153907
Amsterdam,691.537974831861,Entire home/apt,4.0,1,0,2,2.9836134095253497
Amsterdam,362.5243127973192,Entire home/apt,2.0,0,0,1,10.189222107640562
Amsterdam,201.53258500691305,Private room,2.0,1,0,1,3.596517438200612
Amsterdam,330.4197033252877,Private room,2.0,1,0,1,2.306239824770925
Amsterdam,572.727485763832,Private room,4.0,0,0,1,3.1846930797052444
Amsterdam,425.0931502355119,Entire home/apt,2.0,0,0,1,3.408245956606983
Amsterdam,651.2314578304783,Entire home/apt,2.0,0,0,1,2.6203215252010894
Amsterdam,362.5243127973192,Entire home/apt,2.0,0,0,1,2.190114389681436
Amsterdam,423.9214491598904,Entire home/apt,3.0,1,0,1,2.019398393127015
Amsterdam,540.6228762918005,Private room,4.0,0,0,1,1.3106855550260252
Amsterdam,374.944344198908,Private room,2.0,1,0,1,0.2963133809226728
Amsterdam,424.1557893750147,Private room,2.0,1,0,1,0.3345436175529303
Amsterdam,442.4343261547114,Entire home/apt,3.0,1,0,1,0.8396060970704041
Amsterdam,411.73575797342585,Private room,2.0,1,0,1,1.310661309014378
Amsterdam,430.24863496824696,Private room,2.0,1,0,1,0.4263213837671397
Amsterdam,614.4400440559605,Entire home/apt,4.0,0,0,3,8.164277879741483
Amsterdam,405.6429123801936,Entire home/apt,2.0,0,0,1,2.520681130531077
Amsterdam,950.0152321139832,Private room,4.0,0,0,1,0.2802081671693026
Amsterdam,342.8397347268765,Private room,2.0,0,0,1,2.8619528925509754
Amsterdam,256.836875776252,Private room,3.0,0,0,1,2.6381580666895825
Amsterdam,319.40571321444475,Private room,2.0,1,0,1,0.7155139728947645
Amsterdam,410.5640568978043,Entire home/apt,2.0,0,0,0,3.300063097685757
Amsterdam,700.442903006585,Entire home/apt,4.0,0,0,1,1.9486428405643696
Amsterdam,245.82288566540907,Private room,2.0,0,0,0,2.0851041960765224
Amsterdam,534.7643709136926,Entire home/apt,4.0,0,0,2,2.790261936554608
Amsterdam,571.3214444730861,Entire home/apt,4.0,0,0,0,3.2944534593264945
Amsterdam,356.4314672040869,Private room,2.0,0,0,1,1.303236431442467
Amsterdam,1041.173575797343,Entire home/apt,2.0,0,0,1,0.8636234431312255
Amsterdam,768.6359056077614,Entire home/apt,4.0,1,0,2,0.9685772581216197
Amsterdam,342.6053945117522,Entire home/apt,2.0,0,1,1,3.797424701141159
